ID,LAT,LON,AZI,TYPE,DEPTH,QUALITY,REGIME
wsm40649,-25.796,148.981,999,BO,0.00,E,U
wsm40650,-21.506,114.108,109,BO,1.31,D,U
wsm40651,-25.631,148.998,999,BO,0.00,E,U
wsm40652,-27.072,150.676,999,BO,0.00,E,U
wsm40653,-19.910,115.120,163,BO,3.02,D,U
wsm40654,-28.774,153.024,74,BO,0.62,C,U
wsm40655,-21.454,114.252,97,BO,1.68,D,U
wsm40656,-28.805,152.939,69,BO,0.59,B,U
wsm40657,-28.805,152.939,55,DIF,0.68,D,U
wsm40658,-25.783,149.056,72,DIF,1.04,C,U
wsm40659,-28.829,153.056,62,BO,0.56,B,U
wsm40660,-28.829,153.056,55,DIF,0.36,D,U
wsm40661,-25.678,148.926,999,BO,0.00,E,U
wsm40662,-13.522,123.611,55,BO,1.23,D,U
wsm40663,-19.577,116.904,102,BO,1.89,C,SS
wsm40664,-19.577,116.904,98,DIF,1.89,C,SS
wsm40665,-28.734,153.021,81,BO,0.62,B,U
wsm40666,-31.923,149.687,3,BO,0.26,D,U
wsm40667,-31.923,149.687,175,DIF,0.26,D,U
wsm40668,-28.738,153.078,44,BO,0.60,B,U
wsm40669,-28.766,153.067,63,BO,0.60,D,U
wsm40670,-29.403,115.061,78,BO,2.14,B,U
wsm40671,-29.403,115.061,67,DIF,2.61,D,U
wsm40672,-28.198,140.321,110,BO,2.76,A,U
wsm40673,-28.198,140.321,106,DIF,2.89,D,U
wsm40674,-13.788,123.283,67,BO,4.13,B,U
wsm40675,-13.788,123.283,62,DIF,4.13,C,U
wsm40676,-23.084,144.723,999,BO,0.00,E,U
wsm40677,-32.647,150.985,73,BO,0.55,D,U
wsm40678,-19.424,113.089,122,BO,2.16,D,U
wsm40679,-31.844,149.699,14,BO,0.28,D,U
wsm40680,-31.844,149.699,23,DIF,0.27,D,U
wsm40681,-28.864,153.219,38,BO,0.63,B,U
wsm40682,-19.829,115.657,129,DIF,3.40,D,U
wsm40683,-28.914,153.104,48,BO,0.61,D,U
wsm40684,-16.620,133.579,39,BO,0.99,B,U
wsm40685,-16.620,133.579,30,DIF,0.48,D,U
wsm40686,-25.778,149.105,88,DIF,0.79,D,U
wsm40687,-34.007,150.830,116,BO,0.56,C,U
wsm40688,-33.986,150.836,103,BO,0.57,C,U
wsm40689,-30.546,149.654,46,DIF,0.77,B,U
wsm40690,-30.546,149.654,46,BO,0.72,B,U
wsm40691,-13.931,122.016,98,DIF,4.01,B,U
wsm40692,-13.931,122.016,94,BO,4.04,C,U
wsm40693,-30.670,149.655,43,BO,0.80,C,U
wsm40694,-30.670,149.655,44,DIF,0.83,C,U
wsm40695,-27.156,140.607,120,BO,2.09,A,U
wsm40696,-27.156,140.607,113,DIF,2.40,D,U
wsm40697,-33.832,150.803,999,BO,0.00,E,U
wsm40698,-13.784,123.410,63,BO,4.50,A,U
wsm40699,-13.784,123.410,61,DIF,4.08,D,U
wsm40700,-30.623,149.607,58,BO,0.74,D,U
wsm40701,-30.623,149.607,58,DIF,0.79,D,U
wsm40702,-19.976,115.185,124,BO,3.27,D,U
wsm40703,-27.637,140.136,108,BO,2.85,B,U
wsm40704,-27.637,140.136,109,DIF,2.91,D,U
wsm40705,-27.812,140.758,88,BO,3.92,A,U
wsm40706,-27.812,140.758,86,DIF,3.76,D,U
wsm40707,-27.264,150.968,999,BO,0.00,E,U
wsm40708,-14.639,120.417,98,DIF,3.05,B,U
wsm40709,-14.639,120.417,95,BO,3.00,D,U
wsm40710,-27.473,140.336,122,BO,2.89,C,U
wsm40711,-27.634,140.170,104,BO,2.91,B,U
wsm40712,-27.634,140.170,101,DIF,2.89,D,U
wsm40713,-26.517,149.287,21,BO,0.75,D,U
wsm40714,-26.428,149.371,999,BO,0.00,E,U
wsm40715,-30.648,149.696,45,BO,0.74,C,U
wsm40716,-19.250,113.080,119,BO,2.22,D,U
wsm40717,-19.250,113.080,111,DIF,2.30,D,U
wsm40718,-30.648,149.696,45,DIF,0.93,D,U
wsm40719,-30.654,149.737,31,BO,0.70,C,U
wsm40720,-30.654,149.737,34,DIF,0.73,D,U
wsm40721,-20.086,115.095,93,BO,3.47,C,SS
wsm40722,-20.086,115.095,74,DIF,3.47,D,SS
wsm40723,-26.521,140.078,74,BO,0.58,B,U
wsm40724,-26.521,140.078,75,DIF,0.58,D,U
wsm40725,-27.249,150.196,43,BO,1.14,D,U
wsm40726,-25.781,148.893,105,DIF,0.41,D,U
wsm40727,-30.703,149.665,27,BO,0.83,C,U
wsm40728,-30.703,149.665,24,DIF,0.84,C,U
wsm40729,-25.761,149.071,999,BO,0.00,E,U
wsm40730,-25.730,149.026,999,BO,0.00,E,U
wsm40731,-25.799,149.151,82,DIF,0.90,C,U
wsm40732,-25.799,149.151,88,BO,0.88,D,U
wsm40733,-26.445,148.921,999,BO,0.00,E,U
wsm40734,-26.831,150.271,999,BO,0.00,E,U
wsm40735,-26.699,149.111,30,DIF,0.70,D,U
wsm40736,-26.699,149.111,21,BO,0.74,D,U
wsm40737,-25.715,148.149,83,DIF,1.19,D,U
wsm40738,-25.715,148.149,80,BO,1.13,D,U
wsm40739,-26.803,149.210,26,BO,0.98,D,U
wsm40740,-27.203,150.967,999,BO,0.00,E,U
wsm40741,-25.336,136.146,100,DIF,1.62,C,U
wsm40742,-25.336,136.146,95,BO,1.87,D,U
wsm40743,-25.771,148.949,81,DIF,0.56,D,U
wsm40744,-25.771,148.949,83,BO,0.38,D,U
wsm40745,-26.964,150.309,53,BO,0.56,D,U
wsm40746,-26.697,149.179,26,DIF,0.88,D,U
wsm40747,-26.697,149.179,30,BO,0.92,D,U
wsm40748,-14.531,121.498,111,BO,3.93,A,U
wsm40749,-14.531,121.498,107,DIF,3.84,A,U
wsm40750,-25.639,149.130,42,DIF,1.10,C,U
wsm40751,-25.639,149.130,32,BO,1.02,D,U
wsm40752,-30.596,149.710,50,BO,0.82,D,U
wsm40753,-30.596,149.710,44,DIF,1.04,D,U
wsm40754,-30.967,150.012,34,BO,0.60,D,U
wsm40755,-26.799,149.041,37,BO,0.84,D,U
wsm40756,-26.527,149.213,24,DIF,0.64,C,U
wsm40757,-26.527,149.213,30,BO,0.68,D,U
wsm40758,-25.827,149.106,11,BO,0.62,D,U
wsm40759,-32.270,143.306,99,BO,1.43,A,U
wsm40760,-30.651,149.782,49,DIF,0.79,D,U
wsm40761,-30.651,149.782,48,BO,0.76,D,U
wsm40762,-25.540,148.824,35,BO,0.86,D,U
wsm40763,-25.792,148.924,999,BO,0.00,E,U
wsm40764,-26.511,149.114,999,BO,0.00,E,U
wsm40765,-25.764,148.938,131,BO,0.35,D,U
wsm40766,-25.764,148.938,134,DIF,0.44,D,U
wsm40767,-23.087,144.729,999,BO,0.00,E,U
wsm40768,-26.462,148.639,40,DIF,0.44,D,U
wsm40769,-26.462,148.639,35,BO,0.57,D,U
wsm40770,-23.086,144.727,999,BO,0.00,E,U
wsm40771,-25.994,148.531,46,DIF,0.12,D,U
wsm40772,-23.090,144.727,13,BO,0.99,C,U
wsm40773,-30.222,149.792,57,BO,0.72,C,U
wsm40774,-30.222,149.792,57,DIF,0.59,D,U
wsm40775,-25.722,148.936,999,BO,0.00,E,U
wsm40776,-23.090,144.732,18,BO,0.97,D,U
wsm40777,-19.833,115.621,143,BO,3.04,D,SS
wsm40778,-25.446,148.860,999,BO,0.00,E,U
wsm40779,-26.495,149.365,999,BO,0.00,E,U
wsm40780,-23.086,144.731,20,BO,0.97,D,U
wsm40781,-25.827,148.942,999,BO,0.00,E,U
wsm40782,-32.164,150.652,88,BO,0.50,C,U
wsm40783,-30.520,150.180,33,BO,0.38,D,U
wsm40784,-25.490,148.921,36,DIF,0.35,D,U
wsm40785,-25.490,148.921,50,BO,0.37,D,U
wsm40786,-26.439,148.800,9,BO,0.66,D,U
wsm40787,-13.728,123.271,62,BO,4.08,C,U
wsm40788,-25.291,148.851,31,BO,0.31,D,U
wsm40789,-19.766,115.889,135,BO,3.26,C,NF
wsm40790,-25.292,148.928,100,BO,0.76,D,U
wsm40791,-13.989,121.976,94,BO,4.52,A,U
wsm40792,-13.989,121.976,94,DIF,4.52,B,U
wsm40793,-25.734,149.005,65,DIF,1.46,A,U
wsm40794,-32.133,151.944,121,BO,0.66,C,U
wsm40795,-26.683,148.992,33,BO,0.80,D,U
wsm40796,-25.342,148.878,999,BO,0.00,E,U
wsm40797,-25.608,148.765,61,BO,0.61,C,U
wsm40798,-25.608,148.765,60,DIF,0.88,D,U
wsm40799,-30.184,149.719,71,DIF,0.71,D,U
wsm40800,-30.184,149.719,63,BO,0.74,D,U
wsm40801,-30.698,150.229,39,BO,0.50,C,U
wsm40802,-30.698,150.229,40,DIF,0.29,D,U
wsm40803,-31.429,149.632,177,BO,0.60,D,U
wsm40804,-25.608,148.811,52,DIF,0.77,D,U
wsm40805,-29.290,149.797,116,BO,0.44,D,U
wsm40806,-25.815,149.678,999,BO,0.00,E,U
wsm40807,-31.356,150.325,124,BO,0.41,D,U
wsm40808,-29.526,149.117,177,BO,0.42,D,U
wsm40809,-14.363,121.659,107,DIF,3.63,A,U
wsm40810,-14.363,121.659,104,BO,3.76,B,U
wsm40811,-27.475,150.712,36,BO,0.67,C,U
wsm40812,-25.735,149.083,64,DIF,1.18,B,U
wsm40813,-31.505,150.610,134,BO,0.73,C,U
wsm40814,-31.505,150.610,148,DIF,0.36,D,U
wsm40815,-32.135,150.800,97,BO,0.56,D,U
wsm40816,-19.420,116.498,125,BO,3.07,D,SS
wsm40817,-31.219,150.158,37,BO,0.66,D,U
wsm40818,-23.647,148.263,10,BO,1.19,A,U
wsm40819,-23.647,148.263,10,BO,1.24,C,U
wsm40820,-23.465,148.315,21,BO,0.55,D,U
wsm40821,-26.931,150.150,80,BO,0.91,D,U
wsm40822,-24.910,148.787,38,BO,0.56,D,U
wsm40823,-26.187,149.560,78,DIF,0.58,D,U
wsm40824,-26.187,149.560,85,BO,0.58,D,U
wsm40825,-27.434,139.720,999,BO,0.00,E,U
wsm40826,-25.610,148.822,43,DIF,0.69,D,U
wsm40827,-25.610,148.822,46,BO,0.38,D,U
wsm40828,-31.217,148.865,134,BO,0.62,D,U
wsm40829,-23.784,148.323,24,BO,1.25,C,U
wsm40830,-31.456,149.026,18,BO,0.72,D,U
wsm40831,-31.897,150.642,92,BO,1.29,C,U
wsm40832,-22.837,144.667,999,BO,0.00,E,U
wsm40833,-27.185,151.127,999,BO,0.00,E,U
wsm40834,-27.427,139.715,999,BO,0.00,E,U
wsm40835,-30.452,149.716,51,BO,0.71,C,U
wsm40836,-31.467,149.847,14,BO,0.81,C,U
wsm40837,-31.467,149.847,21,DIF,0.66,D,U
wsm40838,-26.882,150.338,77,DIF,0.59,D,U
wsm40839,-26.184,149.455,85,DIF,0.53,D,U
wsm40840,-26.184,149.455,105,BO,0.53,D,U
wsm40841,-31.307,149.942,62,BO,0.82,D,U
wsm40842,-31.088,149.840,68,BO,0.56,C,U
wsm40843,-31.088,149.840,78,DIF,0.49,D,U
wsm40844,-32.479,150.677,17,BO,0.40,D,U
wsm40845,-30.382,149.620,62,BO,0.82,C,U
wsm40846,-30.382,149.620,60,DIF,0.72,D,U
wsm40847,-31.988,150.806,999,BO,0.00,E,U
wsm40848,-28.360,140.110,112,BO,2.51,C,U
wsm40849,-28.360,140.110,103,DIF,2.18,D,U
wsm40850,-27.541,150.907,154,BO,0.49,D,U
wsm40851,-31.319,149.835,166,BO,0.74,D,U
wsm40852,-24.268,148.919,40,BO,0.42,C,U
wsm40853,-27.796,135.138,115,BO,0.20,D,U
wsm40854,-30.913,149.815,47,BO,0.30,D,U
wsm40855,-30.913,149.815,58,DIF,0.31,D,U
wsm40856,-22.716,144.594,999,BO,0.00,E,U
wsm40857,-27.796,135.138,114,BO,0.38,D,U
wsm40858,-19.928,115.249,110,BO,2.42,D,U
wsm40859,-27.421,139.710,999,BO,0.00,E,U
wsm40860,-30.550,149.725,53,BO,0.81,C,U
wsm40861,-30.550,149.725,60,DIF,0.80,D,U
wsm40862,-31.552,149.787,4,BO,0.79,B,U
wsm40863,-31.759,149.862,152,BO,0.78,D,U
wsm40864,-38.369,147.127,157,BO,1.93,A,U
wsm40865,-28.086,134.895,85,DIF,0.23,D,U
wsm40866,-25.529,148.933,999,BO,0.00,E,U
wsm40867,-39.886,142.371,999,BO,0.00,E,U
wsm40868,-30.213,139.729,97,BO,2.86,B,U
wsm40869,-31.988,150.806,77,BO,0.86,B,U
wsm40870,-26.366,149.979,77,BO,0.55,C,U
wsm40871,-26.366,149.979,73,DIF,0.47,D,U
wsm40872,-26.912,149.394,11,BO,1.18,D,U
wsm40873,-32.001,151.959,61,BO,0.39,D,U
wsm40874,-26.017,149.525,92,BO,0.38,C,U
wsm40875,-26.017,149.525,84,DIF,0.24,D,U
wsm40876,-32.168,151.918,34,BO,0.63,D,U
wsm40877,-29.521,150.189,179,BO,0.54,D,U
wsm40878,-26.631,150.146,11,BO,0.52,A,U
wsm40879,-26.293,149.217,999,BO,0.00,E,U
wsm40880,-27.320,150.966,44,BO,0.47,D,U
wsm40881,-24.870,135.850,95,BO,0.71,C,U
wsm40882,-26.465,150.069,58,BO,0.50,D,U
wsm40883,-28.472,140.699,104,DIF,1.99,B,U
wsm40884,-28.472,140.699,103,BO,1.92,D,U
wsm40885,-27.353,150.941,30,BO,0.52,D,U
wsm40886,-28.721,150.346,46,BO,0.58,B,U
wsm40887,-26.111,149.688,70,DIF,0.42,D,U
wsm40888,-27.962,150.922,55,BO,0.33,D,U
wsm40889,-27.285,150.744,999,BO,0.00,E,U
wsm40890,-25.945,149.574,81,DIF,0.28,D,U
wsm40891,-25.945,149.574,80,BO,0.38,D,U
wsm40892,-26.044,149.695,75,BO,0.37,D,U
wsm40893,-26.044,149.695,74,DIF,0.39,D,U
wsm40894,-19.399,114.333,96,DIF,3.68,A,NF
wsm40895,-19.399,114.333,104,BO,3.68,D,NF
wsm40896,-26.177,149.902,78,BO,0.33,B,U
wsm40897,-27.092,150.810,999,BO,0.00,E,U
wsm40898,-28.632,150.282,22,BO,0.75,D,U
wsm40899,-27.090,150.797,999,BO,0.00,E,U
wsm40900,-30.403,149.538,35,BO,0.77,D,U
wsm40901,-32.841,151.837,104,BO,0.61,D,U
wsm40902,-28.790,150.374,23,BO,0.55,C,U
wsm40903,-32.743,151.145,122,BO,0.56,D,U
wsm40904,-27.790,150.946,52,BO,0.41,C,U
wsm40905,-26.714,150.193,81,DIF,1.01,E,U
wsm40906,-26.714,150.193,51,BO,1.01,D,U
wsm40907,-32.179,151.938,95,BO,0.72,B,U
wsm40908,-27.098,150.803,999,BO,0.00,E,U
wsm40909,-32.194,151.945,101,BO,0.47,C,U
wsm40910,-28.895,150.414,39,BO,0.55,D,U
wsm40911,-28.895,150.414,49,DIF,0.42,D,U
wsm40912,-32.748,151.148,128,BO,0.42,C,U
wsm40913,-26.297,149.779,71,BO,0.64,B,U
wsm40914,-26.297,149.779,80,DIF,0.65,D,U
wsm40915,-27.795,150.946,54,BO,0.54,D,SS
wsm40916,-26.042,149.588,79,BO,0.32,C,U
wsm40917,-26.276,149.823,70,BO,0.50,A,U
wsm40918,-26.276,149.823,75,DIF,0.52,D,U
wsm40919,-32.818,151.879,24,BO,0.57,D,U
wsm40920,-26.590,149.125,21,BO,1.34,D,U
wsm40921,-26.411,149.783,107,DIF,1.02,D,U
wsm40922,-26.411,149.783,83,BO,1.02,D,U
wsm40923,-27.028,150.567,76,BO,0.17,D,U
wsm40924,-26.488,150.402,999,BO,0.00,E,U
wsm40925,-26.066,149.643,89,BO,0.31,B,U
wsm40926,-26.081,149.614,93,BO,0.30,C,U
wsm40927,-26.081,149.614,85,DIF,0.52,D,U
wsm40928,-26.111,149.688,72,BO,0.42,B,U
wsm40929,-27.017,150.569,77,BO,0.37,D,U
wsm40930,-26.488,149.932,88,BO,0.81,C,U
wsm40931,-25.989,149.552,82,BO,0.29,B,U
wsm40932,-25.989,149.552,79,DIF,0.45,D,U
wsm40933,-26.006,149.609,82,BO,0.30,C,U
wsm40934,-25.762,148.954,999,BO,0.00,E,U
wsm40935,-25.998,149.548,94,BO,0.30,B,U
wsm40936,-19.020,114.550,115,BO,3.28,D,U
wsm40937,-19.020,114.550,104,DIF,3.27,D,U
wsm40938,-25.998,149.548,85,DIF,0.37,D,U
wsm40939,-32.648,138.658,101,BO,0.22,D,U
wsm40940,-27.295,150.918,999,BO,0.00,E,U
wsm40941,-25.991,149.562,89,BO,0.30,B,U
wsm40942,-26.959,150.495,40,BO,0.44,D,U
wsm40943,-33.162,151.630,26,BO,0.67,A,U
wsm40944,-33.162,151.630,15,DIF,0.32,D,U
wsm40945,-25.694,149.135,53,DIF,1.36,B,U
wsm40946,-27.201,150.693,8,BO,0.54,C,U
wsm40947,-25.694,149.135,49,BO,0.73,D,U
wsm40948,-27.186,150.812,92,BO,0.41,C,U
wsm40949,-22.941,144.628,5,BO,1.10,D,U
wsm40950,-27.297,150.637,29,BO,0.69,A,U
wsm40951,-26.382,148.725,999,BO,0.00,E,U
wsm40952,-31.682,150.650,156,BO,0.87,B,U
wsm40953,-27.206,150.685,22,BO,0.50,D,U
wsm40954,-27.363,150.824,61,BO,0.77,D,U
wsm40955,-32.746,151.147,131,BO,0.39,D,U
wsm40956,-32.231,151.952,1,BO,0.37,C,U
wsm40957,-27.199,150.679,8,BO,0.46,C,U
wsm40958,-27.347,150.983,40,BO,0.30,C,U
wsm40959,-28.726,153.270,126,BO,0.51,D,U
wsm40960,-30.119,149.793,74,BO,0.82,D,U
wsm40961,-18.960,113.684,97,BO,4.40,B,U
wsm40962,-18.960,113.684,99,DIF,3.46,D,U
wsm40963,-27.193,150.687,4,BO,0.39,D,U
wsm40964,-30.251,149.726,59,BO,0.83,C,U
wsm40965,-27.270,133.565,83,BO,1.43,A,U
wsm40966,-27.270,133.565,85,DIF,1.29,C,U
wsm40967,-22.516,145.870,44,BO,0.75,D,U
wsm40968,-32.747,151.142,140,BO,0.44,C,U
wsm40969,-25.697,148.976,77,DIF,0.58,D,U
wsm40970,-32.747,151.142,144,DIF,0.19,D,U
wsm40971,-26.230,149.574,999,BO,0.00,E,U
wsm40972,-32.163,151.960,8,BO,0.49,B,U
wsm40973,-32.163,151.960,16,DIF,0.74,D,U
wsm40974,-27.215,150.749,25,BO,0.45,D,U
wsm40975,-27.200,150.686,8,BO,0.53,C,U
wsm40976,-26.317,148.689,999,BO,0.00,E,U
wsm40977,-27.598,150.898,24,BO,0.83,C,SS
wsm40978,-27.216,150.731,14,BO,0.51,C,U
wsm40979,-27.216,150.731,20,DIF,0.50,D,U
wsm40980,-28.560,153.014,166,BO,0.78,B,U
wsm40981,-32.643,151.021,73,BO,0.48,B,U
wsm40982,-31.904,150.643,76,BO,0.97,C,U
wsm40983,-32.643,151.021,74,DIF,0.45,D,U
wsm40984,-27.213,150.741,13,BO,0.52,B,U
wsm40985,-27.213,150.741,17,DIF,0.56,D,U
wsm40986,-26.568,149.732,106,BO,0.71,D,U
wsm40987,-26.360,149.987,66,BO,0.42,B,U
wsm40988,-26.360,149.987,78,DIF,0.50,D,U
wsm40989,-22.367,145.868,13,BO,0.83,D,U
wsm40990,-27.239,150.988,999,BO,0.00,E,U
wsm40991,-27.171,150.860,999,BO,0.00,E,U
wsm40992,-32.640,151.016,62,BO,0.49,B,U
wsm40993,-27.203,150.736,35,BO,0.45,D,U
wsm40994,-32.640,151.016,70,DIF,0.37,D,U
wsm40995,-26.044,149.812,65,BO,0.27,D,U
wsm40996,-26.044,149.812,70,DIF,0.30,D,U
wsm40997,-21.214,115.123,102,DIF,3.11,B,U
wsm40998,-21.214,115.123,99,BO,3.30,B,U
wsm40999,-26.523,149.717,86,BO,0.76,D,U
wsm41000,-27.209,150.724,17,BO,0.40,C,U
wsm41001,-27.209,150.724,18,DIF,0.52,D,U
wsm41002,-26.440,150.075,37,BO,0.43,D,U
wsm41003,-27.280,133.421,84,DIF,1.09,C,U
wsm41004,-27.280,133.421,92,BO,0.98,C,U
wsm41005,-27.008,150.528,90,DIF,0.32,D,U
wsm41006,-27.008,150.528,86,BO,0.32,D,U
wsm41007,-32.809,151.838,999,BO,0.00,E,U
wsm41008,-20.154,111.595,43,DIF,2.64,D,U
wsm41009,-26.407,149.582,105,BO,0.97,D,U
wsm41010,-32.640,151.022,74,BO,0.41,C,U
wsm41011,-32.640,151.022,88,DIF,0.36,D,U
wsm41012,-26.436,150.082,61,BO,0.51,D,U
wsm41013,-20.208,114.819,115,BO,4.01,A,SS
wsm41014,-21.405,113.933,118,BO,2.06,B,U
wsm41015,-21.405,113.933,136,DIF,2.34,D,U
wsm41016,-26.086,149.790,62,BO,0.28,C,U
wsm41017,-26.437,150.070,51,BO,0.53,D,U
wsm41018,-27.280,151.055,32,BO,0.25,D,U
wsm41019,-21.304,115.195,104,BO,1.46,B,U
wsm41020,-21.304,115.195,95,DIF,2.19,C,U
wsm41021,-26.094,149.790,67,BO,0.33,C,U
wsm41022,-26.094,149.790,67,DIF,0.30,D,U
wsm41023,-26.682,150.398,36,BO,0.11,D,U
wsm41024,-25.232,148.902,999,BO,0.00,E,U
wsm41025,-27.167,150.855,92,BO,0.42,C,U
wsm41026,-27.167,150.855,93,DIF,0.50,D,U
wsm41027,-21.569,114.142,116,BO,0.99,D,U
wsm41028,-21.569,114.142,103,DIF,1.02,D,U
wsm41029,-32.831,151.825,19,BO,0.60,D,U
wsm41030,-32.831,151.825,15,DIF,0.62,D,U
wsm41031,-26.294,148.858,98,BO,0.22,D,U
wsm41032,-26.669,150.001,64,BO,0.77,C,U
wsm41033,-26.609,149.674,999,BO,0.00,E,U
wsm41034,-27.404,150.658,23,BO,0.69,C,U
wsm41035,-26.260,148.919,999,BO,0.00,E,U
wsm41036,-22.738,144.920,38,BO,1.23,D,U
wsm41037,-26.313,149.810,64,BO,0.66,C,U
wsm41038,-26.988,150.609,42,BO,0.64,D,U
wsm41039,-25.680,148.624,90,BO,0.66,C,U
wsm41040,-26.118,149.692,78,BO,0.49,B,U
wsm41041,-27.348,150.946,30,BO,0.46,D,U
wsm41042,-26.118,149.692,67,DIF,0.40,D,U
wsm41043,-27.278,151.047,999,BO,0.00,E,U
wsm41044,-26.229,148.866,35,BO,0.10,D,U
wsm41045,-19.942,111.649,106,BO,3.31,D,U
wsm41046,-27.136,150.672,148,BO,0.41,D,U
wsm41047,-27.328,151.066,999,BO,0.00,E,U
wsm41048,-19.400,114.230,101,DIF,3.86,A,U
wsm41049,-19.400,114.230,101,BO,4.02,B,U
wsm41050,-25.884,149.141,104,BO,0.60,D,U
wsm41051,-25.884,149.141,93,DIF,0.57,D,U
wsm41052,-22.524,144.768,18,BO,0.78,D,U
wsm41053,-27.394,133.442,96,DIF,0.85,D,U
wsm41054,-27.394,133.442,97,BO,1.06,D,U
wsm41055,-26.112,149.697,75,BO,0.43,C,U
wsm41056,-27.262,150.659,58,BO,0.60,D,U
wsm41057,-26.112,149.697,74,DIF,0.43,D,U
wsm41058,-27.262,150.659,48,DIF,0.64,D,U
wsm41059,-31.823,148.838,999,BO,0.00,E,U
wsm41060,-26.240,149.074,999,BO,0.00,E,U
wsm41061,-32.063,150.056,139,BO,0.79,B,U
wsm41062,-32.063,150.056,140,DIF,0.66,D,U
wsm41063,-26.150,149.812,68,BO,0.38,B,U
wsm41064,-26.150,149.812,70,DIF,0.48,D,U
wsm41065,-27.017,150.516,77,BO,0.48,D,U
wsm41066,-19.115,114.270,118,BO,3.04,D,U
wsm41067,-19.115,114.270,131,DIF,3.18,D,U
wsm41068,-27.330,150.699,8,BO,0.61,A,U
wsm41069,-27.330,150.699,9,DIF,0.63,D,U
wsm41070,-27.264,150.994,999,BO,0.00,E,U
wsm41071,-27.315,150.970,61,BO,0.44,D,U
wsm41072,-27.320,150.974,999,BO,0.00,E,U
wsm41073,-26.157,149.800,76,BO,0.25,D,U
wsm41074,-26.157,149.800,68,DIF,0.18,D,U
wsm41075,-30.289,149.621,66,BO,0.90,D,U
wsm41076,-30.289,149.621,59,DIF,0.96,D,U
wsm41077,-24.724,150.004,11,BO,0.55,D,U
wsm41078,-26.159,149.946,999,BO,0.00,E,U
wsm41079,-27.268,151.064,999,BO,0.00,E,U
wsm41080,-27.306,150.863,114,BO,0.44,D,U
wsm41081,-26.449,149.652,98,DIF,0.90,D,U
wsm41082,-26.449,149.652,121,BO,0.90,D,U
wsm41083,-26.143,149.803,62,BO,0.39,C,U
wsm41084,-26.143,149.803,68,DIF,0.47,D,U
wsm41085,-26.589,150.369,999,BO,0.00,E,U
wsm41086,-30.980,150.013,999,BO,0.00,E,U
wsm41087,-30.401,149.603,60,DIF,0.59,D,U
wsm41088,-30.401,149.603,50,BO,0.51,D,U
wsm41089,-27.313,150.866,999,BO,0.00,E,U
wsm41090,-27.370,150.685,7,BO,0.65,D,U
wsm41091,-26.504,149.633,62,BO,0.65,D,U
wsm41092,-19.400,114.312,107,BO,3.67,A,U
wsm41093,-26.595,150.400,999,BO,0.00,E,U
wsm41094,-26.656,150.413,11,BO,0.07,D,U
wsm41095,-30.987,150.010,999,BO,0.00,E,U
wsm41096,-25.899,149.472,87,BO,0.15,D,U
wsm41097,-27.252,150.814,89,BO,0.62,C,U
wsm41098,-27.252,150.814,87,DIF,0.74,D,U
wsm41099,-26.742,150.353,999,BO,0.00,E,U
wsm41100,-30.983,150.010,64,BO,0.49,D,U
wsm41101,-27.111,150.389,56,BO,0.95,D,SS
wsm41102,-27.215,150.785,132,BO,0.29,D,U
wsm41103,-29.173,152.991,75,BO,0.66,C,U
wsm41104,-25.901,150.044,56,BO,0.96,C,U
wsm41105,-30.333,149.562,53,BO,0.87,D,U
wsm41106,-30.333,149.562,52,DIF,0.75,D,U
wsm41107,-31.506,150.127,5,BO,0.97,D,U
wsm41108,-25.930,150.030,59,BO,0.99,B,U
wsm41109,-26.544,149.885,85,BO,0.91,B,U
wsm41110,-25.958,149.639,79,BO,0.40,D,U
wsm41111,-26.929,150.302,40,BO,0.44,B,U
wsm41112,-26.929,150.302,45,DIF,0.66,D,U
wsm41113,-25.967,150.042,65,BO,0.93,C,U
wsm41114,-26.656,150.361,999,BO,0.00,E,U
wsm41115,-26.418,149.829,67,BO,0.89,D,U
wsm41116,-26.418,149.829,71,DIF,0.89,D,U
wsm41117,-30.153,150.047,96,BO,0.40,C,U
wsm41118,-21.512,113.863,115,BO,2.06,B,U
wsm41119,-21.512,113.863,120,DIF,1.95,D,U
wsm41120,-30.153,150.047,113,DIF,0.34,D,U
wsm41121,-26.935,150.297,48,BO,0.53,D,U
wsm41122,-26.935,150.297,46,DIF,0.63,D,U
wsm41123,-19.426,114.376,115,DIF,3.80,A,U
wsm41124,-19.426,114.376,109,BO,4.00,D,U
wsm41125,-26.186,149.621,90,DIF,0.59,D,U
wsm41126,-31.392,150.515,999,BO,0.00,E,U
wsm41127,-30.885,149.945,52,BO,0.48,D,U
wsm41128,-27.323,150.988,72,BO,0.38,D,U
wsm41129,-26.051,149.840,999,BO,0.00,E,U
wsm41130,-26.928,150.294,55,BO,0.54,D,U
wsm41131,-26.928,150.294,50,DIF,0.72,D,U
wsm41132,-31.019,150.377,999,BO,0.00,E,U
wsm41133,-27.700,140.724,95,BO,3.14,A,TF
wsm41134,-27.700,140.724,97,DIF,2.99,D,TF
wsm41135,-26.975,150.264,41,BO,0.68,D,U
wsm41136,-26.975,150.264,40,DIF,0.78,D,U
wsm41137,-25.830,149.127,999,BO,0.00,E,U
wsm41138,-27.174,150.224,47,BO,1.02,D,U
wsm41139,-21.512,113.863,125,BO,1.83,B,U
wsm41140,-30.434,149.651,55,BO,1.07,D,U
wsm41141,-30.434,149.651,45,DIF,0.71,D,U
